Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1921,Filip Pejic,Damian Stasiak,-110.0,100.0,Blue,Pedro Munhoz,Justin Scoggins,135.0,-155.0,Red,135.0,64.51612903
1922,Rob Whiteford,Lucas Martins,-110.0,-110.0,Blue,Gegard Mousasi,Uriah Hall,-560.0,430.0,Red,17.85714286,430.0
1923,Jared Cannonier,Cyril Asker,-135.0,115.0,Red,Ross Pearson,Stevie Ray,-105.0,-115.0,Blue,95.23809524,86.95652174
1924,Alessio Di Chirico,Bojan Velickovic,155.0,-175.0,Blue,Tim Johnson,Alexander Volkov,-150.0,130.0,Blue,66.66666667,130.0
1925,Mark Hunt,Frank Mir,-150.0,130.0,Red,Artem Lobov,Teruto Ishihara,220.0,-260.0,Red,220.0,38.46153846
1926,Hector Lombard,Neil Magny,100.0,-120.0,Blue,Magnus Cedenblad,Jack Marshman,-250.0,210.0,Blue,40.0,210.0
1927,Jake Matthews,Johnny Case,105.0,-125.0,Red,Kyoji Horiguchi,Ali Bagautinov,-200.0,170.0,Red,50.0,170.0
1928,Daniel Kelly,Antonio Carlos Junior,385.0,-485.0,Red,Kevin Lee,Magomed Mustafaev,-145.0,125.0,Red,68.96551724,125.0
1929,James Te Huna,Steve Bosse,-255.0,215.0,Blue,Anna Elmose,Amanda Cooper,-140.0,120.0,Blue,71.42857143,120.0
1930,Bec Rawlings,Seohee Ham,-110.0,-110.0,Red,Justin Ledet,Mark Godbeer,-140.0,130.0,Red,71.42857143,130.0
1931,Brendan O'Reilly,Alan Jouban,415.0,-525.0,Blue,Zak Cummings,Alexander Yakovlev,-170.0,150.0,Red,58.82352941,150.0
1932,Dan Hooker,Mark Eddiva,-160.0,150.0,Red,Marion Reneau,Milana Dudieva,-225.0,185.0,Red,44.44444444,185.0
1933,Leslie Smith,Rin Nakai,-130.0,110.0,Red,Brett Johns,Kwan Ho Kwak,-220.0,180.0,Red,45.45454545,180.0
1934,Richard Walsh,Viscardi Andrade,-125.0,105.0,Blue,Charlie Ward,Abdul Razak Alhassan,270.0,-330.0,Blue,270.0,30.303030300000003
1935,Ross Pearson,Chad Laprise,-105.0,-115.0,Red,Eddie Alvarez,Conor McGregor,140.0,-160.0,Blue,140.0,62.5
1936,Alan Patrick,Damien Brown,-300.0,250.0,Red,Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400.0,325.0,Red,25.0,325.0
1937,Conor McGregor,Nate Diaz,-425.0,340.0,Blue,Chris Weidman,Yoel Romero,-220.0,180.0,Blue,45.45454545,180.0
1938,Holly Holm,Miesha Tate,-300.0,250.0,Blue,Miesha Tate,Raquel Pennington,-140.0,120.0,Blue,71.42857143,120.0
1939,Gian Villante,Ilir Latifi,160.0,-185.0,Blue,Frankie Edgar,Jeremy Stephens,-325.0,265.0,Red,30.76923077,265.0
1940,Corey Anderson,Tom Lawlor,-250.0,210.0,Red,Khabib Nurmagomedov,Michael Johnson,-345.0,285.0,Red,28.98550725,285.0
1941,Amanda Nunes,Valentina Shevchenko,-105.0,-115.0,Red,Rafael Natal,Tim Boetsch,-145.0,125.0,Blue,68.96551724,125.0
1942,Brandon Thatch,Siyar Bahadurzada,-335.0,275.0,Blue,Vicente Luque,Belal Muhammad,-125.0,105.0,Red,80.0,105.0
1943,Erick Silva,Nordine Taleb,-225.0,185.0,Blue,Jim Miller,Thiago Alves,135.0,-155.0,Red,135.0,64.51612903
1944,Vitor Miranda,Marcelo Guimaraes,-300.0,250.0,Red,Liz Carmouche,Katlyn Chookagian,145.0,-165.0,Red,145.0,60.60606061
1945,Darren Elkins,Chas Skelly,155.0,-175.0,Red,Rafael Dos Anjos,Tony Ferguson,-140.0,120.0,Blue,71.42857143,120.0
1946,Diego Sanchez,Jim Miller,160.0,-185.0,Red,Diego Sanchez,Marcin Held,250.0,-300.0,Red,250.0,33.33333333
1947,Jason Saggo,Justin Salas,-190.0,165.0,Red,Ricardo Lamas,Charles Oliveira,-110.0,-110.0,Red,90.90909091,90.90909091
1948,Julian Erosa,Teruto Ishihara,-175.0,155.0,Blue,Martin Bravo,Claudio Puelles,-105.0,-115.0,Red,95.23809524,86.95652174
1949,Anderson Silva,Michael Bisping,-275.0,235.0,Blue,Beneil Dariush,Rashid Magomedov,-115.0,-105.0,Red,86.95652174,95.23809524
1950,Gegard Mousasi,Thales Leites,-300.0,250.0,Red,Alexa Grasso,Heather Jo Clark,-620.0,460.0,Red,16.12903226,460.0
1951,Tom Breese,Keita Nakamura,-1165.0,750.0,Red,Erik Perez,Felipe Arantes,-240.0,200.0,Red,41.66666667,200.0
1952,Francisco Rivera,Brad Pickett,-155.0,135.0,Blue,Marco Beltran,Joe Soto,-135.0,115.0,Blue,74.07407407,115.0
1953,Mike Wilkinson,Makwan Amirkhani,160.0,-185.0,Blue,Erick Montano,Max Griffin,125.0,-135.0,Blue,125.0,74.07407407
1954,Davey Grant,Marlon Vera,-185.0,160.0,Red,Henry Briones,Douglas Silva de Andrade,-105.0,-115.0,Blue,95.23809524,86.95652174
1955,Scott Askham,Chris Dempsey,-360.0,300.0,Red,Sam Alvey,Alex Nicholson,-165.0,145.0,Red,60.60606061,145.0
1956,Arnold Allen,Yaotzin Meza,-340.0,280.0,Red,Polo Reyes,Jason Novelli,-155.0,135.0,Red,64.51612903,135.0
1957,Bradley Scott,Krzysztof Jotko,135.0,-155.0,Blue,Enrique Barzola,Chris Avila,-550.0,425.0,Red,18.18181818,425.0
1958,Norman Parke,Rustam Khabilov,170.0,-200.0,Blue,Michael Bisping,Dan Henderson,-260.0,220.0,Red,38.46153846,220.0
1959,Daniel Omielanczuk,Jarjis Danho,-110.0,-110.0,Red,Vitor Belfort,Gegard Mousasi,300.0,-360.0,Blue,300.0,27.77777778
1960,Teemu Packalen,Thibault Gouti,100.0,-110.0,Red,Ovince Saint Preux,Jimi Manuwa,-145.0,125.0,Blue,68.96551724,125.0
1961,David Teymur,Martin Svensson,-115.0,-105.0,Red,Stefan Struve,Daniel Omielanczuk,-190.0,165.0,Red,52.63157895,165.0
1962,Donald Cerrone,Alex Oliveira,-270.0,230.0,Red,Mirsad Bektic,Russell Doane,-580.0,440.0,Red,17.24137931,440.0
1963,Derek Brunson,Roan Carneiro,-365.0,305.0,Red,Brad Pickett,Iuri Alcantara,130.0,-150.0,Blue,130.0,66.66666667
1964,Cody Garbrandt,Augusto Mendes,-450.0,360.0,Red,Davey Grant,Damian Stasiak,-190.0,165.0,Blue,52.63157895,165.0
1965,Dennis Bermudez,Tatsuya Kawajiri,-355.0,295.0,Red,Leon Edwards,Albert Tumenov,150.0,-170.0,Red,150.0,58.82352941
1966,Chris Camozzi,Joe Riggs,-225.0,185.0,Red,Lukasz Sajewski,Marc Diakiese,245.0,-290.0,Blue,245.0,34.48275862
1967,James Krause,Shane Campbell,-185.0,160.0,Red,Danny Roberts,Mike Perry,110.0,-130.0,Blue,110.0,76.92307692
1968,Alex Garcia,Sean Strickland,-105.0,-115.0,Blue,Leonardo Santos,Adriano Martins,175.0,-210.0,Red,175.0,47.61904762
1969,Daniel Sarafian,Oluwale Bamgbose,-130.0,110.0,Blue,John Lineker,John Dodson,105.0,-125.0,Red,105.0,80.0
1970,Anthony Smith,Leonardo Augusto Leleco,-135.0,115.0,Red,Will Brooks,Alex Oliveira,-320.0,260.0,Blue,31.25,260.0
1971,Jonavin Webb,Nathan Coy,-260.0,220.0,Blue,Joshua Burkman,Zak Ottow,-260.0,220.0,Blue,38.46153846,220.0
1972,Marion Reneau,Ashlee Evans-Smith,-190.0,165.0,Blue,Louis Smolka,Brandon Moreno,-525.0,450.0,Blue,19.04761905,450.0
1973,Lauren Murphy,Kelly Faszholz,-310.0,255.0,Red,Henrique da Silva,Joachim Christensen,-135.0,115.0,Red,74.07407407,115.0
1974,Anthony Hamilton,Shamil Abdurakhimov,105.0,-125.0,Blue,Hacran Dias,Andre Fili,-150.0,130.0,Blue,66.66666667,130.0
1975,Johny Hendricks,Stephen Thompson,-290.0,245.0,Blue,Shamil Abdurakhimov,Walt Harris,-145.0,125.0,Red,68.96551724,125.0
1976,Roy Nelson,Jared Rosholt,-115.0,-105.0,Red,Keita Nakamura,Elizeu Zaleski dos Santos,-125.0,105.0,Blue,80.0,105.0
1977,Ovince Saint Preux,Rafael Feijao,-420.0,335.0,Red,Nate Marquardt,Tamdan McCrory,140.0,-160.0,Red,140.0,62.5
1978,Joseph Benavidez,Zach Makovsky,-420.0,335.0,Red,Jonathan Wilson,Ion Cutelaba,100.0,-120.0,Blue,100.0,83.33333333
1979,Misha Cirkunov,Alex Nicholson,-700.0,500.0,Red,Cody East,Curtis Blaydes,195.0,-235.0,Blue,195.0,42.55319149
1980,Mike Pyle,Sean Spencer,135.0,-155.0,Red,Kelly Faszholz,Ketlen Vieira,-115.0,-105.0,Blue,86.95652174,95.23809524
1981,Joshua Burkman,KJ Noons,-130.0,110.0,Red,Cris Cyborg,Lina Lansberg,-1000.0,650.0,Red,10.0,650.0
1982,Derrick Lewis,Damian Grabowski,-105.0,-115.0,Red,Renan Barao,Phillipe Nover,-640.0,470.0,Red,15.625,470.0
1983,Ray Borg,Justin Scoggins,-185.0,160.0,Blue,Roy Nelson,Antonio Silva,-420.0,335.0,Red,23.80952381,335.0
1984,Noad Lahat,Diego Rivas,-350.0,290.0,Blue,Francisco Trinaldo,Paul Felder,-155.0,135.0,Red,64.51612903,135.0
1985,Mickey Gall,Mike Jackson,-525.0,450.0,Red,Thiago Santos,Eric Spicely,-800.0,550.0,Blue,12.5,550.0
1986,Artem Lobov,Alex White,-135.0,115.0,Blue,Godofredo Pepey,Mike de la Torre,-110.0,-110.0,Red,90.90909091,90.90909091
1987,Anthony Johnson,Ryan Bader,-250.0,210.0,Red,Gilbert Burns,Michel Prazeres,-245.0,205.0,Blue,40.81632653,205.0
1988,Josh Barnett,Ben Rothwell,-140.0,120.0,Blue,Rani Yahya,Michinori Tanaka,-105.0,-115.0,Red,95.23809524,86.95652174
1989,Iuri Alcantara,Jimmie Rivera,150.0,-170.0,Blue,Jussier Formiga,Dustin Ortiz,-210.0,175.0,Red,47.61904762,175.0
1990,Sage Northcutt,Bryan Barberena,-275.0,235.0,Blue,Erick Silva,Luan Chagas,130.0,-150.0,Red,130.0,66.66666667
1991,Tarec Saffiedine,Jake Ellenberger,-265.0,225.0,Red,Alan Patrick,Stevie Ray,145.0,-165.0,Red,145.0,60.60606061
1992,Olivier Aubin-Mercier,Diego Ferreira,-260.0,220.0,Blue,Vicente Luque,Hector Urbina,-580.0,440.0,Red,17.24137931,440.0
1993,Rafael Natal,Kevin Casey,-175.0,155.0,Red,Glaico Franca,Gregor Gillespie,-140.0,120.0,Blue,71.42857143,120.0
1994,Dustin Ortiz,Wilson Reis,-275.0,235.0,Blue,Dustin Poirier,Michael Johnson,-165.0,145.0,Blue,60.60606061,145.0
1995,George Sullivan,Alexander Yakovlev,-115.0,-105.0,Blue,Uriah Hall,Derek Brunson,160.0,-185.0,Blue,160.0,54.05405405
1996,Alex Caceres,Masio Fullen,-290.0,245.0,Red,Evan Dunham,Rick Glenn,-340.0,280.0,Red,29.41176471,280.0
1997,Matt Dwyer,Randy Brown,125.0,-145.0,Blue,Roan Carneiro,Kenny Robertson,100.0,-120.0,Red,100.0,83.33333333
1998,Damon Jackson,Levan Makashvili,295.0,-355.0,Draw,Chris Wade,Islam Makhachev,115.0,-135.0,Blue,115.0,74.07407407
1999,Anthony Rocco Martin,Felipe Olivieri,-155.0,135.0,Red,Chas Skelly,Maximo Blanco,-150.0,130.0,Red,66.66666667,130.0
2000,TJ Dillashaw,Dominick Cruz,-155.0,135.0,Blue,Gabriel Benitez,Sam Sicilia,100.0,-120.0,Red,100.0,83.33333333
2001,Anthony Pettis,Eddie Alvarez,-360.0,300.0,Blue,Augusto Montano,Belal Muhammad,375.0,-470.0,Blue,375.0,21.27659574
2002,Travis Browne,Matt Mitrione,-170.0,150.0,Red,Antonio Carlos Junior,Leonardo Augusto Leleco,-280.0,240.0,Red,35.71428571,240.0
2003,Ross Pearson,Francisco Trinaldo,-150.0,130.0,Blue,Jose Quinonez,Joey Gomez,125.0,-145.0,Red,125.0,68.96551724
2004,Patrick Cote,Ben Saunders,130.0,-150.0,Red,Erick Montano,Randy Brown,425.0,-550.0,Blue,425.0,18.18181818
2005,Tim Boetsch,Ed Herman,-170.0,150.0,Blue,Stipe Miocic,Alistair Overeem,-145.0,125.0,Red,68.96551724,125.0
2006,Chris Wade,Mehdi Baghdad,-470.0,375.0,Red,Fabricio Werdum,Travis Browne,-265.0,225.0,Red,37.73584906,225.0
2007,Maximo Blanco,Luke Sanders,-125.0,105.0,Blue,CM Punk,Mickey Gall,345.0,-430.0,Blue,345.0,23.25581395
2008,Paul Felder,Daron Cruickshank,-240.0,200.0,Red,Urijah Faber,Jimmie Rivera,150.0,-170.0,Blue,150.0,58.82352941
2009,Ilir Latifi,Sean O'Connell,-265.0,245.0,Red,Jessica Andrade,Joanne Calderwood,-130.0,110.0,Red,76.92307692,110.0
2010,Charles Rosa,Kyle Bochniak,-255.0,215.0,Red,Jessica Eye,Bethe Correia,-125.0,105.0,Blue,80.0,105.0
2011,Rob Font,Joey Gomez,-220.0,180.0,Red,Brad Tavares,Caio Magalhaes,-220.0,180.0,Red,45.45454545,180.0
2012,Francimar Barroso,Elvis Mutapcic,140.0,-160.0,Red,Nik Lentz,Michael McBride,-550.0,425.0,Red,18.18181818,425.0
2013,Robbie Lawler,Carlos Condit,-115.0,-105.0,Red,Drew Dober,Jason Gonzalez,-150.0,130.0,Red,66.66666667,130.0
2014,Stipe Miocic,Andrei Arlovski,-240.0,220.0,Red,Yancy Medeiros,Sean Spencer,-130.0,110.0,Red,76.92307692,110.0
2015,Lorenz Larkin,Albert Tumenov,210.0,-250.0,Blue,Andrei Arlovski,Josh Barnett,110.0,-130.0,Blue,110.0,76.92307692
2016,Diego Brandao,Brian Ortega,145.0,-165.0,Blue,Alexander Gustafsson,Jan Blachowicz,-700.0,500.0,Red,14.28571429,500.0
2017,Abel Trujillo,Tony Sims,135.0,-155.0,Red,Ryan Bader,Ilir Latifi,-170.0,150.0,Red,58.82352941,150.0
2018,Michael McDonald,Masanori Kanehara,-600.0,450.0,Red,Nick Hein,Tae Hyun Bang,-335.0,275.0,Red,29.85074627,275.0
2019,Kyle Noke,Alex Morono,-370.0,310.0,Blue,Jessin Ayari,Jimmy Wallhead,110.0,-130.0,Red,110.0,76.92307692
2020,Justine Kish,Nina Ansaroff,-220.0,180.0,Red,Peter Sobotta,Nicolas Dalby,170.0,-200.0,Red,170.0,50.0
2021,Scott Holtzman,Drew Dober,-220.0,180.0,Blue,Ashlee Evans-Smith,Veronica Macedo,-240.0,200.0,Red,41.66666667,200.0
2022,Dustin Poirier,Joe Duffy,130.0,-150.0,Red,Taylor Lapilus,Leandro Issa,-160.0,140.0,Red,62.5,140.0
2023,Joe Soto,Michinori Tanaka,120.0,-140.0,Blue,Scott Askham,Jack Hermansson,-105.0,-115.0,Blue,95.23809524,86.95652174
2024,Sheldon Westcott,Edgar Garcia,-165.0,145.0,Red,Rustam Khabilov,Leandro Silva,-450.0,360.0,Red,22.22222222,360.0
2025,Rafael Dos Anjos,Donald Cerrone,-170.0,150.0,Red,Demian Maia,Carlos Condit,115.0,-135.0,Red,115.0,74.07407407
2026,Junior Dos Santos,Alistair Overeem,-235.0,195.0,Blue,Anthony Pettis,Charles Oliveira,-165.0,145.0,Red,60.60606061,145.0
2027,Michael Johnson,Nate Diaz,-360.0,300.0,Blue,Paige VanZant,Bec Rawlings,-210.0,175.0,Red,47.61904762,175.0
2028,Randa Markos,Karolina Kowalkiewicz,-165.0,145.0,Blue,Joe Lauzon,Jim Miller,-140.0,120.0,Blue,71.42857143,120.0
2029,Charles Oliveira,Myles Jury,145.0,-165.0,Red,Sam Alvey,Kevin Casey,-270.0,230.0,Red,37.03703704,230.0
2030,CB Dollaway,Nate Marquardt,-440.0,350.0,Blue,Enrique Barzola,Kyle Bochniak,115.0,-135.0,Blue,115.0,74.07407407
2031,Sarah Kaufman,Valentina Shevchenko,-115.0,-105.0,Blue,Garreth McLellan,Alessio Di Chirico,270.0,-330.0,Blue,270.0,30.303030300000003
2032,Josh Samman,Tamdan McCrory,-220.0,180.0,Blue,Shane Campbell,Felipe Silva,-160.0,140.0,Blue,62.5,140.0
2033,Nik Lentz,Danny Castillo,-140.0,120.0,Red,Chad Laprise,Thibault Gouti,-320.0,290.0,Red,31.25,290.0
2034,Cole Miller,Jim Alers,-110.0,-110.0,Draw,Jeremy Kennedy,Alessandro Ricci,-145.0,125.0,Red,68.96551724,125.0
2035,Kamaru Usman,Leon Edwards,-240.0,200.0,Red,Nate Diaz,Conor McGregor,115.0,-135.0,Blue,115.0,74.07407407
2036,Hayder Hassan,Vicente Luque,110.0,-130.0,Blue,Anthony Johnson,Glover Teixeira,-240.0,200.0,Red,41.66666667,200.0
2037,Francis Ngannou,Luis Henrique,-140.0,120.0,Red,Rick Story,Donald Cerrone,120.0,-140.0,Blue,120.0,71.42857143
2038,Jose Aldo,Conor McGregor,-115.0,-105.0,Blue,Hyun Gyu Lim,Mike Perry,-275.0,235.0,Blue,36.36363636,235.0
2039,Chris Weidman,Luke Rockhold,-150.0,130.0,Blue,Tim Means,Sabah Homasi,-420.0,335.0,Red,23.80952381,335.0
2040,Jacare Souza,Yoel Romero,-140.0,120.0,Blue,Cody Garbrandt,Takeya Mizugaki,-525.0,415.0,Red,19.04761905,415.0
2041,Demian Maia,Gunnar Nelson,105.0,-125.0,Red,Raquel Pennington,Elizabeth Phillips,-320.0,260.0,Red,31.25,260.0
2042,Max Holloway,Jeremy Stephens,-450.0,360.0,Red,Artem Lobov,Chris Avila,-140.0,120.0,Red,71.42857143,120.0
2043,Urijah Faber,Frankie Saenz,-490.0,390.0,Red,Randa Markos,Cortney Casey,-155.0,135.0,Blue,64.51612903,135.0
2044,Tecia Torres,Jocelyn Jones-Lybarger,-290.0,245.0,Red,Neil Magny,Lorenz Larkin,-140.0,120.0,Blue,71.42857143,120.0
2045,Warlley Alves,Colby Covington,105.0,-125.0,Red,Colby Covington,Max Griffin,-420.0,335.0,Red,23.80952381,335.0
2046,Leonardo Santos,Kevin Lee,475.0,-650.0,Red,Alberto Uda,Marvin Vettori,145.0,-165.0,Blue,145.0,60.60606061
2047,Joe Proctor,Magomed Mustafaev,300.0,-360.0,Blue,Yair Rodriguez,Alex Caceres,-335.0,275.0,Red,29.85074627,275.0
2048,John Makdessi,Yancy Medeiros,-170.0,150.0,Blue,Dennis Bermudez,Rony Jason,-300.0,250.0,Red,33.33333333,250.0
2049,Court McGee,Marcio Alexandre Junior,-165.0,145.0,Red,Thales Leites,Chris Camozzi,-175.0,155.0,Red,57.14285714,155.0
2050,Frankie Edgar,Chad Mendes,-135.0,115.0,Red,Santiago Ponzinibbio,Zak Cummings,-110.0,-110.0,Red,90.90909091,90.90909091
2051,Artem Lobov,Ryan Hall,-165.0,145.0,Blue,Trevor Smith,Joe Gigliotti,110.0,-130.0,Red,110.0,76.92307692
2052,Edson Barboza,Tony Ferguson,130.0,-150.0,Blue,Maryna Moroz,Danielle Taylor,-275.0,235.0,Red,36.36363636,235.0
2053,Joe Lauzon,Evan Dunham,165.0,-190.0,Blue,Court McGee,Dominique Steele,-150.0,130.0,Red,66.66666667,130.0
2054,Tatsuya Kawajiri,Jason Knight,-275.0,235.0,Red,Viktor Pesta,Marcin Tybura,-110.0,-110.0,Blue,90.90909091,90.90909091
2055,Julian Erosa,Marcin Wrzosek,105.0,-125.0,Red,David Teymur,Jason Novelli,-140.0,120.0,Red,71.42857143,120.0
2056,Gabriel Gonzaga,Konstantin Erokhin,120.0,-140.0,Red,Teruto Ishihara,Horacio Gutierrez,-230.0,190.0,Red,43.47826087,190.0
2057,Ryan LaFlare,Mike Pierce,-220.0,180.0,Red,Cub Swanson,Tatsuya Kawajiri,-330.0,270.0,Red,30.303030300000003,270.0
2058,Joby Sanchez,Geane Herrera,110.0,-130.0,Blue,Chase Sherman,Justin Ledet,100.0,-120.0,Blue,100.0,83.33333333
2059,Chris Gruetzemacher,Abner Lloveras,-145.0,125.0,Red,Robbie Lawler,Tyron Woodley,-120.0,100.0,Blue,83.33333333,100.0
2060,Rose Namajunas,Paige VanZant,120.0,-140.0,Red,Rose Namajunas,Karolina Kowalkiewicz,-190.0,165.0,Blue,52.63157895,165.0
2061,Jim Miller,Michael Chiesa,130.0,-150.0,Blue,Matt Brown,Jake Ellenberger,-310.0,255.0,Blue,32.25806452,255.0
2062,Sage Northcutt,Cody Pfister,-1000.0,650.0,Red,Francisco Rivera,Erik Perez,130.0,-150.0,Blue,130.0,66.66666667
2063,Elias Theodorou,Thiago Santos,-225.0,185.0,Blue,Ryan Benoit,Fredy Serrano,-105.0,-115.0,Red,95.23809524,86.95652174
2064,Tim Means,John Howard,-410.0,330.0,Red,Nikita Krylov,Ed Herman,-240.0,200.0,Red,41.66666667,200.0
2065,Omari Akhmedov,Sergio Moraes,-145.0,125.0,Blue,Ross Pearson,Jorge Masvidal,225.0,-265.0,Blue,225.0,37.73584906
2066,Antonio Carlos Junior,Kevin Casey,-310.0,255.0,Draw,Anthony Hamilton,Damian Grabowski,-135.0,115.0,Red,74.07407407,115.0
2067,Aljamain Sterling,Johnny Eduardo,-640.0,470.0,Red,Wilson Reis,Hector Sandoval,-360.0,300.0,Red,27.77777778,300.0
2068,Santiago Ponzinibbio,Andreas Stahl,-170.0,150.0,Red,Cesar Arzamendia,Damien Brown,-105.0,-115.0,Blue,95.23809524,86.95652174
2069,Danny Roberts,Nathan Coy,-150.0,140.0,Red,Holly Holm,Valentina Shevchenko,-190.0,165.0,Blue,52.63157895,165.0
2070,Zubaira Tukhugov,Phillipe Nover,-355.0,295.0,Red,Edson Barboza,Gilbert Melendez,-255.0,215.0,Red,39.21568627,215.0
2071,Kailin Curran,Emily Peters Kagan,-360.0,300.0,Red,Francis Ngannou,Bojan Mihajlovic,-600.0,450.0,Red,16.66666667,450.0
2072,Benson Henderson,Jorge Masvidal,-230.0,190.0,Red,Felice Herrig,Kailin Curran,125.0,-145.0,Red,125.0,68.96551724
2073,Dong Hyun Kim,Dominic Waters,-800.0,550.0,Red,Frankie Saenz,Eddie Wineland,-155.0,135.0,Blue,64.51612903,135.0
2074,Yoshihiro Akiyama,Alberto Mina,-145.0,125.0,Blue,Darren Elkins,Godofredo Pepey,-240.0,200.0,Red,41.66666667,200.0
2075,Dooho Choi,Sam Sicilia,-250.0,210.0,Red,Kamaru Usman,Alexander Yakovlev,-250.0,210.0,Red,40.0,210.0
2076,Dongi Yang,Jake Collier,105.0,-125.0,Red,Michel Prazeres,JC Cottrell,-220.0,180.0,Red,45.45454545,180.0
2077,Yui Chul Nam,Mike de la Torre,-115.0,-105.0,Blue,Alex Oliveira,James Moontasri,-220.0,180.0,Red,45.45454545,180.0
2078,Tae Hyun Bang,Leo Kuntz,270.0,-330.0,Red,Jim Alers,Jason Knight,-120.0,100.0,Blue,83.33333333,100.0
2079,Seohee Ham,Cortney Casey,120.0,-140.0,Red,Luis Henrique,Dmitrii Smoliakov,105.0,-125.0,Red,105.0,80.0
2080,Yao Zhikui,Fredy Serrano,135.0,-155.0,Blue,Michael McDonald,John Lineker,-115.0,-105.0,Blue,86.95652174,95.23809524
2081,Ning Guangyou,Marco Beltran,-160.0,140.0,Blue,Tony Ferguson,Lando Vannata,-800.0,550.0,Red,12.5,550.0
2082,Dominique Steele,Dong Hyun Ma,-130.0,110.0,Red,Tim Boetsch,Josh Samman,205.0,-245.0,Red,205.0,40.81632653
2083,Neil Magny,Kelvin Gastelum,270.0,-330.0,Red,Aleksei Oleinik,Daniel Omielanczuk,-185.0,160.0,Blue,54.05405405,160.0
2084,Ricardo Lamas,Diego Sanchez,-440.0,350.0,Red,Kyle Noke,Keita Nakamura,-155.0,135.0,Blue,64.51612903,135.0
2085,Jussier Formiga,Henry Cejudo,425.0,-550.0,Blue,Louis Smolka,Ben Nguyen,105.0,-125.0,Red,105.0,80.0
2086,Erick Montano,Enrique Marin,-230.0,190.0,Red,Lauren Murphy,Katlyn Chookagian,-170.0,150.0,Blue,58.82352941,150.0
2087,Horacio Gutierrez,Enrique Barzola,-210.0,175.0,Blue,Eric Spicely,Sam Alvey,235.0,-275.0,Blue,235.0,36.36363636
2088,Efrain Escudero,Leandro Silva,130.0,-150.0,Blue,Cortney Casey,Cristina Stanciu,140.0,-160.0,Red,140.0,62.5
2089,Erik Perez,Taylor Lapilus,-150.0,130.0,Red,Scott Holtzman,Cody Pfister,-260.0,220.0,Red,38.46153846,220.0
2090,Hector Urbina,Bartosz Fabinski,155.0,-175.0,Blue,Rani Yahya,Matthew Lopez,150.0,-170.0,Red,150.0,58.82352941
2091,Alejandro Perez,Scott Jorgensen,115.0,-135.0,Red,Devin Clark,Alex Nicholson,-220.0,180.0,Blue,45.45454545,180.0
2092,Gabriel Benitez,Andre Fili,190.0,-230.0,Blue,Miesha Tate,Amanda Nunes,265.0,-325.0,Blue,265.0,30.76923077
2093,Vernon Ramos,Alvaro Herrera,-170.0,150.0,Blue,Daniel Cormier,Anderson Silva,-430.0,345.0,Red,23.25581395,345.0
2094,Cesar Arzamendia,Polo Reyes,-190.0,165.0,Blue,Jose Aldo,Frankie Edgar,120.0,-140.0,Red,120.0,71.42857143
2095,Valmir Lazaro,Michel Prazeres,115.0,-135.0,Blue,Cain Velasquez,Travis Browne,-355.0,295.0,Red,28.16901408,295.0
2096,Ronda Rousey,Holly Holm,-750.0,525.0,Blue,Cat Zingano,Julianna Pena,-175.0,155.0,Blue,57.14285714,155.0
2097,Joanna Jedrzejczyk,Valerie Letourneau,-1400.0,925.0,Red,Johny Hendricks,Kelvin Gastelum,-105.0,-115.0,Blue,95.23809524,86.95652174
2098,Mark Hunt,Antonio Silva,-290.0,245.0,Red,TJ Dillashaw,Raphael Assuncao,-420.0,335.0,Red,23.80952381,335.0
2099,Uriah Hall,Robert Whittaker,-155.0,135.0,Blue,Sage Northcutt,Enrique Marin,-490.0,390.0,Red,20.40816327,390.0
2100,Stefan Struve,Jared Rosholt,-160.0,140.0,Blue,Diego Sanchez,Joe Lauzon,-125.0,105.0,Blue,80.0,105.0
2101,Jake Matthews,Akbarh Arreola,-1000.0,650.0,Red,Gegard Mousasi,Thiago Santos,-290.0,245.0,Red,34.48275862,245.0
2102,Kyle Noke,Peter Sobotta,205.0,-245.0,Red,Jim Miller,Takanori Gomi,-290.0,245.0,Red,34.48275862,245.0
2103,Anthony Perosh,Gian Villante,450.0,-600.0,Blue,Joanna Jedrzejczyk,Claudia Gadelha,-130.0,110.0,Red,76.92307692,110.0
2104,Richie Vaculik,Danny Martinez,-135.0,115.0,Blue,Andrew Sanchez,Khalil Rountree Jr.,-160.0,140.0,Red,62.5,140.0
2105,Daniel Kelly,Steve Montgomery,230.0,-270.0,Red,Tatiana Suarez,Amanda Cooper,-370.0,310.0,Red,27.02702703,310.0
2106,Richard Walsh,Steve Kennedy,-420.0,335.0,Red,Ross Pearson,Will Brooks,305.0,-365.0,Blue,305.0,27.39726027
2107,James Moontasri,Anton Zafir,-400.0,325.0,Red,Dooho Choi,Thiago Tavares,-220.0,180.0,Red,45.45454545,180.0
2108,Ben Nguyen,Ryan Benoit,-130.0,110.0,Red,Joaquim Silva,Andrew Holbrook,115.0,-135.0,Red,115.0,74.07407407
